,original,obfuscated,level,recovered,recover_score
1492,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""Wh4t d0 y0u w@nt f0r Xms? H0w @b0ut 100 fr33 txt m3ss@gs & @ n3w v!d3o ph0n3 w!th h@lf pr!c3 l!n3 r3n7@l? C@ll fr33 n0w 0n 0-8-0-0 0-7-2-1-0-7-2 t0 f!nd 0u7 m0r3!""",L8,"""wh4t do you want for xms? how about 100 free txt messags & a new v!deo phone w!th half pr!ce l!ne ren7al? call free now on 0-8-0-00-7-2-1-0-7-2 to f!nd ou7 more!""",0.8643533123028391
1493,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""W@7 D0 Y0U W@N7 F0R XMAS? H0W @B0U7 100 FR33 7XT M3SSAG3S & @ NEW V!D30 PH0NE W!7H H@LF PR!C3 L!N3 R3N7AL? C@LL FR33 N0W 0N 0800 0721072 T0 F!ND 0U7 M0R3!""",L9,"""wa7 do you wan7 for xmas? how abou7 100 free 7xt M3SSAG3S & a new v!deo phone w!7h half pr!ce l!ne ren7al? call free now on 0800 0721072 to f!nd ou7 more!""",0.8193548387096774
1494,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""[W][h][a][t] [d][o] [y][o][u] [w][a][n][t] [f][o][r] [X][m][a][s] [? ] [H][o][w] [a][b][o][u][t] [1][0][0] [f][r][e][e] [t][e][x][t] [m][e][s][s][a][g][e][s] [& ] [a] [n][e][w] [v][i][d][e][o] [p][h][o][n][e] [w][i][t][h] [h][a][l][f] [p][r][i][c][e] [l][i][n][e] [r][e][n][t][a][l] [? ] [C][a][l][l] [f][r][e][e] [n][o][w] [o][n] [0][8][0][0] [0][7][2][1][0][7][2] [t][o] [f][i][n][d] [o][u][t] [m][o][r][e] [!]""",L10,"""[w][h][a][t] [d][o] [y][o][u] [w][a][n][t] [f][o][r] [x][m][a][s] [? ] [h][o][w] [a][b][o][u][t] [1][o][o] [f][r][e][e] [t][e][x][t] [m][e][s][s][a][g][e][s] [& ] [a] [n][e][w] [v][i][d][e][o] [p][h][o][n][e] [w][i][t][h] [h][a][l][f] [p][r][i][c][e] [l][i][n][e] [r][e][n][t][a][l] [? ] [c][a][l][l] [f][r][e][e] [n][o][w] [o][n] [o][8][o][o] [o][7][2][1][o][7][2] [t][o] [f][i][n][d] [o][u][t] [m][o][r][e] [!]""",0.5
1495,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,"""W!7 D0 Y0U W@N7 F0R XMAS? H0W @B0U7 100 FR33 7XT M3SSAG3S & @ NEW V!D30 PH0NE W!7H H@LF PR!C3 L!N3 R3N7AL? C@LL FR33 N0W 0N 0-8-0-0 0-7-2-1-0-7-2 T0 F!ND 0U7 M",L11,"""w!7 do you wan7 for xmas? how abou7 100 free 7xt M3SSAG3S & a new v!deo phone w!7h half pr!ce l!ne ren7al? call free now on 0-8-0-00-7-2-1-0-7-2 to f!nd ou7 m",0.7731629392971245
1496,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Shop till 50 Drop, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 09064011000. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L1,"shop till 50 drop, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o9o64o11ooo. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7667731629392971
1497,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","$h0p till u D10p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 09064011000. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L2,"shop till u d1op, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o9o64o11ooo. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7692307692307692
1498,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","5hp till u Dr0p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 09064011000. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L3,"5hp till u drop, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o9o64o11ooo. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7717041800643087
1499,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","S.h0p t.i1l u D.1.0.p, !.5 !.T ¥.0.U, 3.!.t.n.e.r 1.0.K, 5.K, 5.0.0. C.4.$.h 0.r 1.0.0. T.r.4.v.e.l. v.0.u.c.h.e.r, C.!.l.l. n.0.w., 0.9.0.6.4.0.1.1.0.0.0.. N.T.T. P.0. B.0.x. C.R.0.1.3.2.7.B.T. f.i.x.e.d.l.i.n.e. C.0.s.t. 1.5.0.p.p.m. m.0.b.i.1.e. v.a.r.y.",L4,"s.hop t.i1l ud.1.o.p, !.5 !.t ¥.o.u, e.!.t.n.e.r1.o.k, 5.k, 5.o.o. c.4.s.ho.r1.o.o. t.r.4.v.e.l. v.o.u.c.h.e.r, c.!.l.l. n.o.w., o.9.o.6.4.o.1.1.o.o.o.. n.t.t. p.o. b.o.x. c.r.o.1.e.2.7.b.t. f.i.x.e.d.l.i.n.e. c.o.s.t. 1.5.o.p.p.m. m.o.b.i.1.e. v.a.r.y.",0.5012165450121655
1500,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","s h o p   t i l l   u   d r o p ,   i s   i t   y o u ,   e i t h e r   1 0 k ,   5 k ,   5 0 0   c a s h   o r   1 0 0   t r a v e l   v o u c h e r ,   c a l l   n o w ,   0 9 0 6 4 0 1 1 0 0 0 .   n t t   p o   b o x   c r 0 1 3 2 7 b t   f i x e d l i n e   c o s t   1 5 0 p p m   m o b i l e   v a r y",L5,"shoptilludrop , isityou , either10k , 5k , 500cashor100travelvoucher , callnow , 09064011000 . nttpoboxcr01327btfixedlinecost150ppmmobilevary",0.7357859531772575
1501,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","$h0p till u D10p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 09064011000. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L6,"shop till u d1op, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o9o64o11ooo. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7692307692307692
1502,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","5h0p till u D10p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 09064011000. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L7,"5hop till u d1op, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o9o64o11ooo. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7692307692307692
1503,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","5h0p till u D10p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 0.9.0.6.4.0.1.1.0.0.0.. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L8,"5hop till u d1op, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o.9.o.6.4.o.1.1.o.o.o.. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7430340557275541
1504,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","$h0p till u D10p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w, 09064011000. NTT P0 B0x CR01327BT fixedline C0st 150ppm m0bi1e vary",L9,"shop till u d1op, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now, o9o64o11ooo. ntt po box CR01327BT fixedline cost 150ppm m0bi1e vary",0.7692307692307692
1505,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","[S][h][o][p] [t][i][l][l] [u] [D][r][o][p], [I][S] [I][T] [Y][O][U], [e][i][t][h][e][r] [1][0][K], [5][K], [5][0][0] [C][A][S][H] [O][R] [1][0][0] [T][R][A][V][E][L] [V][O][U][C][H][E][R], [C][A][L][L] [N][O][W], [0][9][0][6][4][0][1][1][0][0][0]. [N][T][T] [P][O] [B][O][X] [C][R][0][1][3][2][7][B][T] [f][i][x][e][d][l][i][n][e] [C][O][S][T] [1][5][0][p][p][m] [m][o][b][i][l][e] [v][a][r][y]",L10,"[s][h][o][p] [t][i][l][l] [u] [d][r][o][p], [i][s] [i][t] [y][o][u], [e][i][t][h][e][r] [1][o][k], [5][k], [5][o][o] [c][a][s][h] [o][r] [1][o][o] [t][r][a][v][e][l] [v][o][u][c][h][e][r], [c][a][l][l] [n][o][w], [o][9][o][6][4][o][1][1][o][o][o]. [n][t][t] [p][o] [b][o][x] [c][r][o][1][e][2][7][b][t] [f][i][x][e][d][l][i][n][e] [c][o][s][t] [1][5][o][p][p][m] [m][o][b][i][l][e] [v][a][r][y]",0.41666666666666663
1506,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","$h0p till u D10p, !5 !T ¥0U, 3!tner 10K, 5K, 500 C4$h 0r 100 Tr4vel v0ucher, C@ll n0w,",L11,"shop till u d1op, !5 !t ¥ou, e!tner 1ok, 5k, 500 c4sh or 100 Tr4vel voucher, call now,",0.5491803278688525
1507,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""5un5h1ne Qu1z Wkly Q! W1n 4 t0p 50ny DVD ply3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n m1d w33k? Txt 4n$3r t0 82277. £1.50 $P:Tyr0ne""",L1,"""5un5h1ne qu1z wkly q! w1n 4 top 5ony dvd plyer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n m1d week? txt 4nser to 82277. £1.5o sp:tyrone""",0.7563636363636363
1508,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""5un5h!n€ Qu1z Wkly Q! W!n 4 t0p 50ny DVD ply3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n m!d w33k? Txt 4n$3r t0 82277. £1.50 $P:Tyr0ne""",L2,"""5un5h!n€ qu1z wkly q! w!n4 top 5ony dvd plyer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n m!d week? txt 4nser to 82277. £1.5o sp:tyrone""",0.7445255474452555
1509,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""Sunshine quiz weekly Q! Win top Sony DVD player if u know which country Liverpool played in mid week? Txt ans2 82277. £1.50 SP:Tyrone""",L3,"""sunshine quiz weekly q! win top sony dvd player if u know which country liverpool played in mid week? txt ans2 82277. £1.5o sp:tyrone""",0.8455882352941176
1510,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""S.u.n.s.h!n€ Q.u!z W.k.l.y Q! W!n 4 t0p 50ny D.V.D ply3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n m!d w33k? Txt 4n$3r t0 82277. £1.50 $P:Tyr0ne""",L4,"""s.u.n.s.h!n€ q.u!zw.k.l.yq! w!n4 top 5ony d.v.d plyer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n m!d week? txt 4nser to 82277. £1.5o sp:tyrone""",0.7163120567375887
1511,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""s u n s h ! n €   q u ! z   w k l y   q !   w ! n   4   t 0 p   5 0 n y   d v d   p l y 3 r   1 f   u   k n 0 w   w h 1 c h   c 0 u n t r 9   l 1 v e r p 0 0 l   p l 4 y 3 d   1 n   m ! d   w 3 3 k ?   t x t   4 n $ 3 r   t 0   8 2 2 7 7 .   £ 1 . 5 0   $ P : T y r 0 n e""",L5,"""sunsh ! n € qu ! zwklyq ! w ! n4t0p50nydvdply3r1fukn0wwh1chc0untr9l1verp00lpl4y3d1nm ! dweek ? txt4n s 3rt082277 . £ 1 . 50 s p : tyrone""",0.5890909090909091
1512,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""5un5hιn€ Quιz Wkly Q! Wιn 4 t0p 50ny DVD ply3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n mιd w33k? Txt 4n$3r t0 82277. £1.50 $P:Tyr0ne""",L6,"""5un5hιn€ quιz wkly q! wιn 4 top 5ony dvd plyer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n mιd week? txt 4nser to 82277. £1.5o sp:tyrone""",0.749090909090909
1513,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""5u-NN!sh-1n3 Qw-eez W-eekly Q! W1-!N 4 t-0-p s-0n-y DVD pl-y3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n m1d w33k? Txt 4n$3r t0 82277. £1.50 $P:Tyr0ne""",L7,"""5u-nn!sh-1ne qw-eez w-eekly q! w1-!n4t-o-ps-on-y dvd pl-yer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n m1d week? txt 4nser to 82277. £1.5o sp:tyrone""",0.7013888888888888
1514,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""8-2-2-7-7: Sun5h1ne Qu1z Wkly Q! W1n 4 t0p 50ny DVD ply3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n m1d w33k? Txt 4n$3r t0 8-2-2-7-7. £1.50 $P:Tyr0ne""",L8,"""8-2-2-7-7: Sun5h1ne qu1z wkly q! w1n 4 top 5ony dvd plyer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n m1d week? txt 4nser to 8-2-2-7-7. £1.5o sp:tyrone""",0.7241379310344827
1515,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""5unshine Qu1z Wkly Q! W1n 4 t0p 50ny DVD ply3r 1f u kn0w wh1ch c0untr9 L1verp00l pl4y3d 1n m1d w33k? Txt 4n$3r t0 82277. £1.50 $P:Tyr0ne""",L9,"""5unshine qu1z wkly q! w1n 4 top 5ony dvd plyer 1f u know wh1ch c0untr9 L1verp00l pl4y3d 1n m1d week? txt 4nser to 82277. £1.5o sp:tyrone""",0.770909090909091
1516,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""{5}{u}{n}{s}{h}{i}{n}{e} {Q}{u}{i}{z} {W}{k}{l}{y} {Q}! {W}{i}{n} {4} {t}{0}{p} {5}{0}{n}{y} {D}{V}{D} {p}{l}{y}{3}{r} {1}{f} {u} {k}{n}{0}{w} {w}{h}{1}{c}{h} {c}{0}{u}{n}{t}{r}{9} {L}{1}{v}{e}{r}{p}{0}{0}{l} {p}{l}{4}{y}{3}{d} {1}{n} {m}{i}{d} {w}{3}{3}{k}? {T}{x}{t} {4}{n}$3{r} {t}{0} {8}{2}{2}{7}{7}. {£}{1}.{5}{0} {$}{P}:{T}{y}{r}{0}{n}{e}""",L10,"""{5}{u}{n}{s}{h}{i}{n}{e} {q}{u}{i}{z} {w}{k}{l}{y} {q}! {w}{i}{n} {4} {t}{o}{p} {5}{o}{n}{y} {d}{v}{d} {p}{l}{y}{e}{r} {1}{f} {u} {k}{n}{o}{w} {w}{h}{1}{c}{h} {c}{o}{u}{n}{t}{r}{9} {l}{1}{v}{e}{r}{p}{o}{o}{l} {p}{l}{4}{y}{e}{d} {1}{n} {m}{i}{d} {w}{e}{e}{k}? {t}{x}{t} {4}{n}se{r} {t}{o} {8}{2}{2}{7}{7}. {£}{1}.{5}{o} {s}{p}:{t}{y}{r}{o}{n}{e}""",0.46376811594202894
1517,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,"""5u-n-5h!n€ Q-w-eez W-k-l-y Q! W!n-4-t0p-50ny-DV-D-p1-y3-r-1-f-u-k-n0w-wh1-ch-c0-untr9-L1-v-3-rp00l-pl4-y3-d-1-n-mid-w33k?-Txt-4n$3r-t0-82277.-£1.50-SP:Tyr0ne""",L11,"""5u-n-5h!n€ q-w-eez w-k-l-yq! w!n-4-top-5ony-dv-d-p1-ye-r-1-f-u-k-now-wh1-ch-co-untr9-l1-v-e-rpool-pl4-ye-d-1-n-mid-week?-txt-4nser-to-82277.-£1.5o-sp:tyrone""",0.5627118644067797
1518,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U hv4 53cr37 4dm1r3 wh0 1s l00k1ng 2 m4k3 c0n74c7 w17h U-f1nd 0u7 wh0 th3y 4r3* r3v34l wh0 th1nk5 UR s0 5p3c14l-c4ll 0n 09058094565""",L1,"""u hv4 53cr37 4dm1r3 who 1s l00k1ng 2 m4ke c0n74c7 w17h u-f1nd ou7 who they 4re* r3v34l who th1nk5 ur so 5pec14l-c4ll on o9o58o94565""",0.679245283018868
1519,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U h@v€ 53cr37 4dm1r3 wh0 1s l00k1ng 2 m4k3 c0n74c7 w17h U-f1nd 0u7 wh0 th3y 4r3* r3v34l wh0 th1nk5 UR s0 5p3c14l-c4ll 0n 09058094565""",L2,"""uhav€ 53cr37 4dm1r3 who 1s l00k1ng 2 m4ke c0n74c7 w17h u-f1nd ou7 who they 4re* r3v34l who th1nk5 ur so 5pec14l-c4ll on o9o58o94565""",0.679245283018868
1520,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U have a secr34dm1r3 looking 2 make cont4ct w1th u-f1nd wh0 th3y r* r3v34l wh0 th1nk u 2 b sp3c14l-call 09058094565""",L3,"""u have a secr34dm1r3 looking 2 make cont4ct w1th u-f1nd who they r* r3v34l who th1nk u2b spec14l-call o9o58o94565""",0.736842105263158
1521,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U.h.4v.e.5.3.c.r.3.7. .4.d.m.1.r.3. .w.h.0. .1.s. .l.0.0.k.1.n.g. .2. .m.4.k.3. .c.0.n.7.4.c.7. .w.1.7.h. .U.-.f.1.n.d. .0.u.7. .w.h.0. .t.h.3.y. .4.r.3.*. .r.3.v.3.4.l. .w.h.0. .t.h.1.n.k.5. .U.R. .s.0. .5.p.3.c.1.4.l.-.c.4.l.l. .0.n. .0.9.0.5.8.0.9.4.5.6.5""",L4,"""u.h.4v.e.5.e.c.r.e.7. .4.d.m.1.r.e. .w.h.o. .1.s. .l.o.o.k.1.n.g. .2. .m.4.k.e. .c.o.n.7.4.c.7. .w.1.7.h. .u.-.f.1.n.d. .o.u.7. .w.h.o. .t.h.e.y. .4.r.e.*. .r.e.v.e.4.l. .w.h.o. .t.h.1.n.k.5. .u.r. .s.o. .5.p.e.c.1.4.l.-.c.4.l.l. .o.n. .o.9.o.5.8.o.9.4.5.6.5""",0.4948979591836735
1522,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""u h a v e   a   s e c r e t   a d m i r e r   w h o   i s   l o o k i n g   2   m a k e   c o n t a c t   w i t h   u - f i n d   o u t   w h o   t h e y   a r e * r e v e a l   w h o   t h i n k   y o u   s o   s p e c i a l - c a l l   o n   0 9 0 5 8 0 9 4 5 6 5""",L5,"""uhaveasecretadmirerwhoislooking2makecontactwithu - findoutwhotheyare * revealwhothinkyousospecial - callono9o58o94565""",0.8127490039840637
1523,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U hαvε α s3cr3t αdm1r3 wh0 1s l00k1ng 2 m4k3 c0n74c7 w17h U-f1nd 0u7 wh0 th3y 4r3* r3v34l wh0 th1nk5 UR s0 5p3c14l-c4ll 0n 09058094565""",L6,"""u hαvε α s3cr3t αdm1re who 1s l00k1ng 2 m4ke c0n74c7 w17h u-f1nd ou7 who they 4re* r3v34l who th1nk5 ur so 5pec14l-c4ll on o9o58o94565""",0.701492537313433
1524,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U h-a-v-e   a s3-c-r-e-t a-d-m-i-r-e-r w-h-o i-s l-o-o-k-i-n-g t-w-o m-a-k-e c-o-n-t-a-c-t w-i-t-h u-m-f-i-n-d o-u-t w-h-o t-h-e-y a-r-e s-t-a-r r-e-v-e-a-l w-h-o t-h-i-n-k u-r s-o s-p-e-c-i-a-l c-a-l-l o-n 0-9-0-5-8-0-9-4-5-6-5""",L7,"""uh-a-v-ea se-c-r-e-ta-d-m-i-r-e-rw-h-oi-sl-o-o-k-i-n-gt-w-om-a-k-ec-o-n-t-a-c-tw-i-t-hu-m-f-i-n-do-u-tw-h-ot-h-e-ya-r-es-t-a-rr-e-v-e-a-lw-h-ot-h-i-n-ku-rs-os-p-e-c-i-a-lc-a-l-lo-no-9-o-5-8-o-9-4-5-6-5""",0.5850746268656717
1525,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U hv4 53cr37 4dm1r3 wh0 1s l00k1ng 2 m4k3 c0n74c7 w17h U-f1nd 0u7 wh0 th3y 4r3* r3v34l wh0 th1nk5 UR s0 5p3c14l-c4ll 0n 0-9-0580-945-65""",L8,"""u hv4 53cr37 4dm1r3 who 1s l00k1ng 2 m4ke c0n74c7 w17h u-f1nd ou7 who they 4re* r3v34l who th1nk5 ur so 5pec14l-c4ll on o-9-o58o-945-65""",0.6691449814126393
1526,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""🅤 🅗𝟝 𝟙𝟛🅒🅡🅔🅣 🅐🅓🅜🅘🅡🅔🅡 🅜🅗0 1$ L00🅚🅘🅝🅖 2 M𝟜K3 C0🅝7𝟜C7 W17H U-Ƒ1🅝🅓 0U7 WH0 TH3Y 4R3* R3V34L WH0 TH1NK5 U𝚁 S0 5P3C14L-C4LL 0N 09058094565""",L9,"""🅤 🅗5 1e🅒🅡🅔🅣 🅐🅓🅜🅘🅡🅔🅡 🅜🅗o1s loo🅚🅘🅝🅖 2 m4ke co🅝74c7 w17h u-ƒ1🅝🅓 ou7 who they 4re* R3V34L who TH1NK5 uR so 5pec14l-c4ll on o9o58o94565""",0.5454545454545454
1527,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""[U].[h.][4.v.e.].[a.].[5.3.c.r.3.7.].[a.d.m.1.r.3.].{wh0}.{1.s}.{l.0.0.k.1.n.g.}.{2}.{m.4.k.3.}.{c.0.n.7.4.c.7.}.{w.1.7.h.}.{U.}-{f.1.n.d.}.{0.u.7.}.{w.h.0.}.{t.h.3.y.}.{4.r.3.}*.{r.3.v.3.4.l.}.{w.h.0.}.{t.h.1.n.k.5.}.{U.R.}.{s.0.}.{5.p.3.c.1.4.l.}-{c.4.l.l.}.{0.n.}.{0.9.0.5.8.0.9.4.5.6.5}""",L10,"""[u].[h.][4.v.e.].[a.].[5.e.c.r.e.7.].[a.d.m.1.r.e.].{who}.{1.s}.{l.o.o.k.1.n.g.}.{2}.{m.4.k.e.}.{c.o.n.7.4.c.7.}.{w.1.7.h.}.{u.}-{f.1.n.d.}.{o.u.7.}.{w.h.o.}.{t.h.e.y.}.{4.r.e.}*.{r.e.v.e.4.l.}.{w.h.o.}.{t.h.1.n.k.5.}.{u.r.}.{s.o.}.{5.p.e.c.1.4.l.}-{c.4.l.l.}.{o.n.}.{o.9.o.5.8.o.9.4.5.6.5}""",0.37264150943396224
1528,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,"""U h@vε α s3cr3t αdm1r3 wh0 1s l00k1ng 2 m4k3 c0n74c7 w17h U-f1nd 0u7 wh0 th3y 4r3* r3v34l wh0 th1nk5 UR s0 5p3c14l-c4ll 0n 0-9-0580-945-65""",L11,"""uhavε α s3cr3t αdm1re who 1s l00k1ng 2 m4ke c0n74c7 w17h u-f1nd ou7 who they 4re* r3v34l who th1nk5 ur so 5pec14l-c4ll on o-9-o58o-945-65""",0.6937269372693726
1529,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,"""U h4ve 4 S3cr37 Adm1r3r wh0 1s l00k1ng 2 m4k3 c0n74c7 w17h U-f1nd 0u7 wh0 7h3y R*rev34l wh0 7h1nk5 UR 50 5p3c14l-c4ll 09065171142-570psm5-08""",L1,"""u h4ve 4 S3cr37 Adm1r3r who 1s l00k1ng 2 m4ke c0n74c7 w17h u-f1nd ou7 who 7hey r*reve4l who 7h1nk5 ur 50 5pec14l-c4ll o9o65171142-57opsm5-o8""",0.6947368421052631
1530,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,"""U h@ve 4 53cr37 @dm1r3r wh0 1$ l00k1ng 2 m@k3 c0n74c7 w17h U-f1nd 0u7 wh0 7h3y R*rev34l wh0 7h1nk$ UR $0 5p3c1@l-c@ll 09065171142-570psm5-08""",L2,"""uhave 4 53cr37 adm1rer who 1s l00k1ng 2make c0n74c7 w17h u-f1nd ou7 who 7hey r*reve4l who 7h1nks ur so 5pec1al-call o9o65171142-57opsm5-o8""",0.7279151943462898
